,Solar_MAXIMUM CAPACITY (kW),Solar_MINIMUM CAPACITY (kW),Solar_CURRENT GENERATION (kW),Solar_COST OPTIMIZED GENERATION (kW),Solar_RELIABILITY OPTIMIZED GENERATION (kW),Solar_CURRENT KVAR (kVAR),Solar_COST OPTIMIZED KVAR (kVAR),Solar_RELIABILITY OPTIMIZED KVAR (kVAR),Solar_TOTAL COST (PKR/kWh),Solar_PRODUCTION COST (PKR/kWh),Solar_CARBON COST (PKR/kWh),Solar_CURRENT COST/HR,Solar_COST OPTIMIZED COST/HR,Solar_RELIABILITY OPTIMIZED COST/HR,Solar_COST OPTIMIZED CHARGE (kW),Solar_RELIABILITY OPTIMIZED CHARGE (kW),Solar_COST OPTIMIZED DISCHARGE (kW),Solar_RELIABILITY OPTIMIZED DISCHARGE (kW),Solar_GRID FEED (kW),Solar_RELIABILITY SCORE,Solar_EFFICIENCY SCORE,Solar_STATUS,Solar_priority,Grid_MAXIMUM CAPACITY (kW),Grid_MINIMUM CAPACITY (kW),Grid_CURRENT GENERATION (kW),Grid_COST OPTIMIZED GENERATION (kW),Grid_RELIABILITY OPTIMIZED GENERATION (kW),Grid_CURRENT KVAR (kVAR),Grid_COST OPTIMIZED KVAR (kVAR),Grid_RELIABILITY OPTIMIZED KVAR (kVAR),Grid_TOTAL COST (PKR/kWh),Grid_PRODUCTION COST (PKR/kWh),Grid_CARBON COST (PKR/kWh),Grid_CURRENT COST/HR,Grid_COST OPTIMIZED COST/HR,Grid_RELIABILITY OPTIMIZED COST/HR,Grid_COST OPTIMIZED CHARGE (kW),Grid_RELIABILITY OPTIMIZED CHARGE (kW),Grid_COST OPTIMIZED DISCHARGE (kW),Grid_RELIABILITY OPTIMIZED DISCHARGE (kW),Grid_GRID FEED (kW),Grid_RELIABILITY SCORE,Grid_EFFICIENCY SCORE,Grid_STATUS,Grid_priority,Diesel_Generator_2.0_MW_Unit_1_MAXIMUM CAPACITY (kW),Diesel_Generator_2.0_MW_Unit_1_MINIMUM CAPACITY (kW),Diesel_Generator_2.0_MW_Unit_1_CURRENT GENERATION (kW),Diesel_Generator_2.0_MW_Unit_1_COST OPTIMIZED GENERATION (kW),Diesel_Generator_2.0_MW_Unit_1_RELIABILITY OPTIMIZED GENERATION (kW),Diesel_Generator_2.0_MW_Unit_1_CURRENT KVAR (kVAR),Diesel_Generator_2.0_MW_Unit_1_COST OPTIMIZED KVAR (kVAR),Diesel_Generator_2.0_MW_Unit_1_RELIABILITY OPTIMIZED KVAR (kVAR),Diesel_Generator_2.0_MW_Unit_1_TOTAL COST (PKR/kWh),Diesel_Generator_2.0_MW_Unit_1_PRODUCTION COST (PKR/kWh),Diesel_Generator_2.0_MW_Unit_1_CARBON COST (PKR/kWh),Diesel_Generator_2.0_MW_Unit_1_CURRENT COST/HR,Diesel_Generator_2.0_MW_Unit_1_COST OPTIMIZED COST/HR,Diesel_Generator_2.0_MW_Unit_1_RELIABILITY OPTIMIZED COST/HR,Diesel_Generator_2.0_MW_Unit_1_COST OPTIMIZED CHARGE (kW),Diesel_Generator_2.0_MW_Unit_1_RELIABILITY OPTIMIZED CHARGE (kW),Diesel_Generator_2.0_MW_Unit_1_COST OPTIMIZED DISCHARGE (kW),Diesel_Generator_2.0_MW_Unit_1_RELIABILITY OPTIMIZED DISCHARGE (kW),Diesel_Generator_2.0_MW_Unit_1_GRID FEED (kW),Diesel_Generator_2.0_MW_Unit_1_RELIABILITY SCORE,Diesel_Generator_2.0_MW_Unit_1_EFFICIENCY SCORE,Diesel_Generator_2.0_MW_Unit_1_STATUS,Diesel_Generator_2.0_MW_Unit_1_priority,Diesel_Generator_2.0_MW_Unit_2_MAXIMUM CAPACITY (kW),Diesel_Generator_2.0_MW_Unit_2_MINIMUM CAPACITY (kW),Diesel_Generator_2.0_MW_Unit_2_CURRENT GENERATION (kW),Diesel_Generator_2.0_MW_Unit_2_COST OPTIMIZED GENERATION (kW),Diesel_Generator_2.0_MW_Unit_2_RELIABILITY OPTIMIZED GENERATION (kW),Diesel_Generator_2.0_MW_Unit_2_CURRENT KVAR (kVAR),Diesel_Generator_2.0_MW_Unit_2_COST OPTIMIZED KVAR (kVAR),Diesel_Generator_2.0_MW_Unit_2_RELIABILITY OPTIMIZED KVAR (kVAR),Diesel_Generator_2.0_MW_Unit_2_TOTAL COST (PKR/kWh),Diesel_Generator_2.0_MW_Unit_2_PRODUCTION COST (PKR/kWh),Diesel_Generator_2.0_MW_Unit_2_CARBON COST (PKR/kWh),Diesel_Generator_2.0_MW_Unit_2_CURRENT COST/HR,Diesel_Generator_2.0_MW_Unit_2_COST OPTIMIZED COST/HR,Diesel_Generator_2.0_MW_Unit_2_RELIABILITY OPTIMIZED COST/HR,Diesel_Generator_2.0_MW_Unit_2_COST OPTIMIZED CHARGE (kW),Diesel_Generator_2.0_MW_Unit_2_RELIABILITY OPTIMIZED CHARGE (kW),Diesel_Generator_2.0_MW_Unit_2_COST OPTIMIZED DISCHARGE (kW),Diesel_Generator_2.0_MW_Unit_2_RELIABILITY OPTIMIZED DISCHARGE (kW),Diesel_Generator_2.0_MW_Unit_2_GRID FEED (kW),Diesel_Generator_2.0_MW_Unit_2_RELIABILITY SCORE,Diesel_Generator_2.0_MW_Unit_2_EFFICIENCY SCORE,Diesel_Generator_2.0_MW_Unit_2_STATUS,Diesel_Generator_2.0_MW_Unit_2_priority,Gas_Generator_1.5_MW_Unit_1_MAXIMUM CAPACITY (kW),Gas_Generator_1.5_MW_Unit_1_MINIMUM CAPACITY (kW),Gas_Generator_1.5_MW_Unit_1_CURRENT GENERATION (kW),Gas_Generator_1.5_MW_Unit_1_COST OPTIMIZED GENERATION (kW),Gas_Generator_1.5_MW_Unit_1_RELIABILITY OPTIMIZED GENERATION (kW),Gas_Generator_1.5_MW_Unit_1_CURRENT KVAR (kVAR),Gas_Generator_1.5_MW_Unit_1_COST OPTIMIZED KVAR (kVAR),Gas_Generator_1.5_MW_Unit_1_RELIABILITY OPTIMIZED KVAR (kVAR),Gas_Generator_1.5_MW_Unit_1_TOTAL COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_1_PRODUCTION COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_1_CARBON COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_1_CURRENT COST/HR,Gas_Generator_1.5_MW_Unit_1_COST OPTIMIZED COST/HR,Gas_Generator_1.5_MW_Unit_1_RELIABILITY OPTIMIZED COST/HR,Gas_Generator_1.5_MW_Unit_1_COST OPTIMIZED CHARGE (kW),Gas_Generator_1.5_MW_Unit_1_RELIABILITY OPTIMIZED CHARGE (kW),Gas_Generator_1.5_MW_Unit_1_COST OPTIMIZED DISCHARGE (kW),Gas_Generator_1.5_MW_Unit_1_RELIABILITY OPTIMIZED DISCHARGE (kW),Gas_Generator_1.5_MW_Unit_1_GRID FEED (kW),Gas_Generator_1.5_MW_Unit_1_RELIABILITY SCORE,Gas_Generator_1.5_MW_Unit_1_EFFICIENCY SCORE,Gas_Generator_1.5_MW_Unit_1_STATUS,Gas_Generator_1.5_MW_Unit_1_priority,Gas_Generator_1.5_MW_Unit_2_MAXIMUM CAPACITY (kW),Gas_Generator_1.5_MW_Unit_2_MINIMUM CAPACITY (kW),Gas_Generator_1.5_MW_Unit_2_CURRENT GENERATION (kW),Gas_Generator_1.5_MW_Unit_2_COST OPTIMIZED GENERATION (kW),Gas_Generator_1.5_MW_Unit_2_RELIABILITY OPTIMIZED GENERATION (kW),Gas_Generator_1.5_MW_Unit_2_CURRENT KVAR (kVAR),Gas_Generator_1.5_MW_Unit_2_COST OPTIMIZED KVAR (kVAR),Gas_Generator_1.5_MW_Unit_2_RELIABILITY OPTIMIZED KVAR (kVAR),Gas_Generator_1.5_MW_Unit_2_TOTAL COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_2_PRODUCTION COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_2_CARBON COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_2_CURRENT COST/HR,Gas_Generator_1.5_MW_Unit_2_COST OPTIMIZED COST/HR,Gas_Generator_1.5_MW_Unit_2_RELIABILITY OPTIMIZED COST/HR,Gas_Generator_1.5_MW_Unit_2_COST OPTIMIZED CHARGE (kW),Gas_Generator_1.5_MW_Unit_2_RELIABILITY OPTIMIZED CHARGE (kW),Gas_Generator_1.5_MW_Unit_2_COST OPTIMIZED DISCHARGE (kW),Gas_Generator_1.5_MW_Unit_2_RELIABILITY OPTIMIZED DISCHARGE (kW),Gas_Generator_1.5_MW_Unit_2_GRID FEED (kW),Gas_Generator_1.5_MW_Unit_2_RELIABILITY SCORE,Gas_Generator_1.5_MW_Unit_2_EFFICIENCY SCORE,Gas_Generator_1.5_MW_Unit_2_STATUS,Gas_Generator_1.5_MW_Unit_2_priority,Gas_Generator_1.5_MW_Unit_3_MAXIMUM CAPACITY (kW),Gas_Generator_1.5_MW_Unit_3_MINIMUM CAPACITY (kW),Gas_Generator_1.5_MW_Unit_3_CURRENT GENERATION (kW),Gas_Generator_1.5_MW_Unit_3_COST OPTIMIZED GENERATION (kW),Gas_Generator_1.5_MW_Unit_3_RELIABILITY OPTIMIZED GENERATION (kW),Gas_Generator_1.5_MW_Unit_3_CURRENT KVAR (kVAR),Gas_Generator_1.5_MW_Unit_3_COST OPTIMIZED KVAR (kVAR),Gas_Generator_1.5_MW_Unit_3_RELIABILITY OPTIMIZED KVAR (kVAR),Gas_Generator_1.5_MW_Unit_3_TOTAL COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_3_PRODUCTION COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_3_CARBON COST (PKR/kWh),Gas_Generator_1.5_MW_Unit_3_CURRENT COST/HR,Gas_Generator_1.5_MW_Unit_3_COST OPTIMIZED COST/HR,Gas_Generator_1.5_MW_Unit_3_RELIABILITY OPTIMIZED COST/HR,Gas_Generator_1.5_MW_Unit_3_COST OPTIMIZED CHARGE (kW),Gas_Generator_1.5_MW_Unit_3_RELIABILITY OPTIMIZED CHARGE (kW),Gas_Generator_1.5_MW_Unit_3_COST OPTIMIZED DISCHARGE (kW),Gas_Generator_1.5_MW_Unit_3_RELIABILITY OPTIMIZED DISCHARGE (kW),Gas_Generator_1.5_MW_Unit_3_GRID FEED (kW),Gas_Generator_1.5_MW_Unit_3_RELIABILITY SCORE,Gas_Generator_1.5_MW_Unit_3_EFFICIENCY SCORE,Gas_Generator_1.5_MW_Unit_3_STATUS,Gas_Generator_1.5_MW_Unit_3_priority,BESS_MAXIMUM CAPACITY (kW),BESS_MINIMUM CAPACITY (kW),BESS_CURRENT GENERATION (kW),BESS_COST OPTIMIZED GENERATION (kW),BESS_RELIABILITY OPTIMIZED GENERATION (kW),BESS_CURRENT KVAR (kVAR),BESS_COST OPTIMIZED KVAR (kVAR),BESS_RELIABILITY OPTIMIZED KVAR (kVAR),BESS_TOTAL COST (PKR/kWh),BESS_PRODUCTION COST (PKR/kWh),BESS_CARBON COST (PKR/kWh),BESS_CURRENT COST/HR,BESS_COST OPTIMIZED COST/HR,BESS_RELIABILITY OPTIMIZED COST/HR,BESS_COST OPTIMIZED CHARGE (kW),BESS_RELIABILITY OPTIMIZED CHARGE (kW),BESS_COST OPTIMIZED DISCHARGE (kW),BESS_RELIABILITY OPTIMIZED DISCHARGE (kW),BESS_GRID FEED (kW),BESS_RELIABILITY SCORE,BESS_EFFICIENCY SCORE,BESS_STATUS,BESS_priority,TOTAL_MAXIMUM CAPACITY (kW),TOTAL_MINIMUM CAPACITY (kW),TOTAL_CURRENT GENERATION (kW),TOTAL_COST OPTIMIZED GENERATION (kW),TOTAL_RELIABILITY OPTIMIZED GENERATION (kW),TOTAL_CURRENT KVAR (kVAR),TOTAL_COST OPTIMIZED KVAR (kVAR),TOTAL_RELIABILITY OPTIMIZED KVAR (kVAR),TOTAL_TOTAL COST (PKR/kWh),TOTAL_PRODUCTION COST (PKR/kWh),TOTAL_CARBON COST (PKR/kWh),TOTAL_CURRENT COST/HR,TOTAL_COST OPTIMIZED COST/HR,TOTAL_RELIABILITY OPTIMIZED COST/HR,TOTAL_COST OPTIMIZED CHARGE (kW),TOTAL_RELIABILITY OPTIMIZED CHARGE (kW),TOTAL_COST OPTIMIZED DISCHARGE (kW),TOTAL_RELIABILITY OPTIMIZED DISCHARGE (kW),TOTAL_GRID FEED (kW),TOTAL_RELIABILITY SCORE,TOTAL_EFFICIENCY SCORE,TOTAL_STATUS,TOTAL_priority
case 1,500.0,0.0,150.0,500.0,500.0,0.0,0.0,0.0,5.5,3.0,2.5,825.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,9.0,7.5,Active,1,1500.0,0.0,100.0,0.0,5.0,50.0,0.0,3.0,42.0,12.0,30.0,4200.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,Active (Standby),6,2000.0,400.0,500.0,0.0,0.0,50.0,0.0,0.0,60.0,20.0,40.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,Active,7,2000.0,400.0,500.0,0.0,0.0,50.0,0.0,0.0,60.0,20.0,40.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,Active,7,1500.0,300.0,500.0,500.0,661.67,50.0,300.0,297.0,40.0,15.0,25.0,20000.0,20000.0,26466.67,0.0,0.0,0.0,0.0,0.0,8.0,43.0,Active,3,1500.0,300.0,500.0,500.0,666.67,50.0,0.0,0.0,40.0,15.0,25.0,20000.0,20000.0,26666.67,0.0,0.0,0.0,0.0,0.0,8.0,43.0,Active,3,1500.0,300.0,500.0,500.0,666.67,50.0,0.0,0.0,40.0,15.0,25.0,20000.0,20000.0,26666.67,0.0,0.0,0.0,0.0,0.0,8.0,43.0,Active,3,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1750.0,3500.0,0.0,0.0,0.0,500.0,0.0,0.0,9.0,9.0,Standby (SOC: 73.0%) - Emergency Ready,2,11000.0,1700.0,2750.0,2500.0,2500.0,300.0,300.0,300.0,,,,126775.0,66250.0,82760.0,0.0,0.0,500.0,0.0,0.0,,,Savings: PKR 60525.00/hr (Enhanced Reliability Mode),0
case 2,500.0,0.0,150.0,500.0,500.0,0.0,0.0,0.0,5.5,3.0,2.5,825.0,2750.0,2750.0,0.0,0.0,0.0,0.0,0.0,9.0,7.5,Active,1,1500.0,0.0,100.0,0.0,5.0,50.0,0.0,3.0,42.0,12.0,30.0,4200.0,0.0,210.0,0.0,0.0,0.0,0.0,0.0,5.0,48.0,Active (Standby),6,2000.0,400.0,500.0,0.0,0.0,50.0,0.0,0.0,60.0,20.0,40.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,Active,7,2000.0,400.0,500.0,0.0,0.0,50.0,0.0,0.0,60.0,20.0,40.0,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,64.0,Active,7,1500.0,300.0,500.0,500.0,661.67,50.0,300.0,297.0,40.0,15.0,25.0,20000.0,20000.0,26466.67,0.0,0.0,0.0,0.0,0.0,8.0,43.0,Active,3,1500.0,300.0,500.0,500.0,666.67,50.0,0.0,0.0,40.0,15.0,25.0,20000.0,20000.0,26666.67,0.0,0.0,0.0,0.0,0.0,8.0,43.0,Active,3,1500.0,300.0,500.0,500.0,666.67,50.0,0.0,0.0,40.0,15.0,25.0,20000.0,20000.0,26666.67,0.0,0.0,0.0,0.0,0.0,8.0,43.0,Active,3,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,1750.0,3500.0,0.0,0.0,0.0,500.0,0.0,0.0,9.0,9.0,Standby (SOC: 73.0%) - Emergency Ready,2,11000.0,1700.0,2750.0,2500.0,2500.0,300.0,300.0,300.0,,,,126775.0,66250.0,82760.0,0.0,0.0,500.0,0.0,0.0,,,Savings: PKR 60525.00/hr (Enhanced Reliability Mode),0
